	title	description	source	date	open_coding_topic	sentiment	sentimental_words
254	Analyst: 'These major projects do not meet the kind of inspirational talk' that PM Carney ...		ctvnews.ca	2025-11-12T12:00:00-05:00	National	Negative	do not meet
255	New nation-building projects to include mining and energy developments,sources say	Prime Minister Mark Carney is set to unveil the second phase of major projects Thursday ...	ctvnews.ca	2025-11-12T12:00:00-05:00	National	Neutral	
256	Canada Reaches for Its Economic Past to Find a Future Less Reliant on the U.S.	Prime Minister Mark Carney fast-tracked mines and other natural resource projects to the dismay of some Indigenous groups and many environmentalists.	nytimes.com	2025-11-13T23:42:04Z	Internaional	Negative	dismay
257	What to Know About Canada’s New Budget	The government of Prime Minister Mark Carney unveiled a program of big spending to spur Canada’s economy and reduce its dependence on the United States.	nytimes.com	2025-11-04T23:59:15Z	National	Neutral	
258	Spurned by Trump, Carney Begins Thawing Canada’s China Connection	The meeting between Prime Minister Mark Carney and Xi Jinping, China’s top leader, came after a long period of tension and estrangement.	nytimes.com	2025-11-01T10:00:07Z	International	Neutral	
259	Carney Says He Apologized to Trump Over Ad Reviving Reagan’s Tariff Criticism	The Canadian prime minister also said that he had asked the province of Ontario not to air the ad that later prompted the president to end trade talks.	nytimes.com	2025-11-01T08:43:09Z	International	Negative	Apologized
260	Canada’s Other Superpower Problem	The leaders of Canada and China met for the first time in eight years to try to reset relations after years of acrimony.	nytimes.com	2025-10-31T04:01:06Z	International	Neutral	
261	Scolded by Trump, Canada’s Prime Minister Turns to Asia for Trade	Mark Carney is pitching Canada as a predictable and responsible alternative to the United States.	nytimes.com	2025-10-28T13:57:41Z	International	Neutral	
262	Carney Says He Will Meet With Xi in South Korea	The meeting between Prime Minister Mark Carney of Canada and Xi Jinping, China’s top leader, scheduled for later this week, appeared to signal a pivot to Asia after decades of poor relations between his country and Beijing.	nytimes.com	2025-10-27T13:31:52Z	International	Positive	pivot to Asia after decades of poor relations
263	How Canada Is Dealing With Its Latest Tussle With President Trump	Prime Minister Mark Carney is focusing on what the country can control, including looking for economic partnerships abroad, especially in Asia.	nytimes.com	2025-10-26T19:17:05Z	International	Neutral	
264	Trump Announces Tariff Increase on Canada Over Reagan Ad Spat	The ad, which will stop airing on Monday, used audio of a 1987 address by Ronald Reagan making a case against tariffs.	nytimes.com	2025-10-25T21:07:12Z	International	Neutral	
265	Canada-U.S. Tensions Stay on the Ball Field as Blue Jays Stun Dodgers	At Game 1 of the World Series in Toronto on Friday, overt politics were absent. Unity between the two nations was on display before the first pitch.	nytimes.com	2025-10-25T18:35:11Z	International	Neutral	
266	Facing Lost Trade With the U.S., Carney Heads to Asia	The prime minister will attend two meetings and visit three countries as part of his plan to wean Canada off its dependence on the U.S.	nytimes.com	2025-10-25T10:00:07Z	International	Neutral	
267	New Trump-Canada Spat Spotlights ‘Captain Canada,’ the Ontario Premier	Doug Ford has built a reputation for picking fights with President Trump and getting under his skin with publicity-grabbing moves as U.S. tariffs have harmed Ontario’s economy.	nytimes.com	2025-10-24T16:05:24Z	International	Neutral	
268	Trump Says He’s Cutting Off Trade Negotiations With Canada	The president said he was motivated by an ad, paid for by the province of Ontario, that featured Ronald Reagan criticizing tariffs in a 1987 radio address.	nytimes.com	2025-10-24T03:23:10Z	International	Neutral	
269	In Nod to Trump, Automaker Stellantis Shifts Production From Canada to the U.S.	Canadian leaders blame the move by Stellantis to abandon production in Ontario on President Trump’s tariffs. Mr. Trump says he wants to increase production in the United States.	nytimes.com	2025-10-15T16:09:09Z	International	Neutral	
270	Carney and Trump: A Collision Avoided, Save for a Nasty Comment or Two	The Canadian prime minister came to Washington determined to take the heat out of the relationship. He mostly succeeded, at least for now.	nytimes.com	2025-10-07T23:47:58Z	International	Positive	determined to take the heat out of the relationship. He mostly succeeded
271	Trump Predicts That ‘Canada Will Love Us Again’ in Meeting With Carney	President Trump on Tuesday hosted Prime Minister Mark Carney of Canada, who has been seeking relief from U.S. tariffs.	nytimes.com	2025-10-07T09:02:06Z	International	Neutral	
272	Canada and the U.S. to Hold Trade and Security Talks	Prime Minister Mark Carney of Canada will travel to Washington next week to meet with President Trump to try to ease some of the tariffs imposed by the United States.	nytimes.com	2025-10-03T18:51:04Z	International	Neutral	
273	Canada and Mexico Turn to Trains and Ports to Skirt U.S. Tariff Wall	Prime Minister Mark Carney touched down in Mexico City to regain Mexico’s trust and strategize with President Claudia Sheinbaum.	nytimes.com	2025-09-20T10:00:11Z	International	Positive	regain Mexico’s trust and strategize
274	Leaders of Canada and Mexico Talk Trade and Security Without U.S.	Looming over the discussions was the desire to preserve the countries’ free-trade agreement with the United States.	nytimes.com	2025-09-18T09:04:21Z	International	Neutral	
275	‘Elbows Down’? Canada’s Leader Struggles to Find the Answer to Trump.	After a stunning election victory on an anti-Trump message, Prime Minister Mark Carney is adjusting to the realities of dealing with the United States. Critics call it capitulation.	nytimes.com	2025-09-15T09:00:46Z	International	Negative	Canada’s Leader Struggles, Critics call it capitulation
276	Canada Announces Major Projects to Offset Bite of Trump’s Tariffs	Prime Minister Mark Carney unveiled big infrastructure plans. But they are likely to meet resistance from Indigenous and environmental groups.	nytimes.com	2025-09-11T19:39:01Z	National	Negative	likely to meet resistance from Indigenous and environmental groups
277	Hoping to Jump-Start Talks, Canada to Drop Some Retaliatory Tariffs on U.S. Products	Canada’s leader said he would follow the United States in dropping tariffs against American goods covered by the existing free trade agreement.	nytimes.com	2025-08-22T16:57:38Z	International	Neutral	
278	Facing Trump’s Threats, Mexico and Canada Draw Closer. Will It Last?	Mexico and Canada have long viewed each other with indifference or even distrust. They’re now talking about teaming up.	nytimes.com	2025-08-20T09:01:51Z	International	Neutral	
279	A Pay Raise for Canada’s Military to Boost Recruitment and Retention	Canada’s top military commander, however, says other measures will also be needed to keep people enlisted.	nytimes.com	2025-08-09T10:00:13Z	National	Neutral	
280	With Canada No Longer Able to Rely on U.S., Carney Pushes New Markets	Prime Minister Mark Carney suggested he’s unlikely to add additional retaliatory tariffs on U.S. goods, but he is trying to help affected companies develop new products and find new buyers.	nytimes.com	2025-08-05T23:57:07Z	International	Neutral	
281	What Do Trump’s Tariff Hikes Mean for Canada’s Trade-Dependent Economy?	After Canada failed to strike a trade deal with Washington, the president raised tariffs on some Canadian exports this week.	nytimes.com	2025-08-02T10:00:07Z	International	Negative	Canada failed to strike a trade deal
282	Trump Gives Mexico a Reprieve but Slams Canada With Higher Tariffs	The imbalance in President Trump’s treatment of America’s closest trading partners may come from his desire to make Canada the 51st state, some Canadians believe.	nytimes.com	2025-08-01T04:51:41Z	International	Neutral	
283	Canada to Recognize Palestinian State at the U.N. General Assembly	Canada joins France and Britain in taking similar steps,after months of increasing criticism of Israel by Prime Minister Mark Carney.	nytimes.com	2025-07-30T21:30:51Z	International	Neutral	
284	Trump Trade Deals Threaten Canada’s Vital Auto Industry	Recent pacts with Britain, Europe and Japan mean that autos exported from those countries and regions face lower U.S. tariffs than Canadian vehicles do.	nytimes.com	2025-07-29T21:06:02Z	International	Neutral	
285	Unified on Trump and Tariffs, Canada’s Premiers Differ on Next Steps	A three-day meeting in response to President Trump’s looming tariff threat underscored differences between the leaders of Canada’s provinces and territories.	nytimes.com	2025-07-23T21:52:49Z	International	Neutral	
286	Canada Says It Won’t Accept a Trade Deal With the U.S. at ‘Any Cost’	Prime Minister Mark Carney, after a meeting with Canada’s political leaders, downplayed the chances of success in talks aimed at reaching a trade deal with President Trump.	nytimes.com	2025-07-22T21:27:48Z	International	Neutral	
287	Canada Moves to Block Chinese Steel Now Shut Out of the U.S.	Canada’s steel industry fears that Chinese steel facing steep tariffs in the United States will be sent north and overwhelm the Canadian market.	nytimes.com	2025-07-16T19:34:11Z	International	Neutral	
288	Canada’s Leader Says There’s Little Hope of Avoiding U.S. Tariffs	After long insisting that Canada could avoid Trump tariffs through talks, Mark Carney now says that is unlikely for any nation.	nytimes.com	2025-07-15T23:10:07Z	International	Negative	After long insisting ..., Mark Carney now says that is unlikely for any nation
289	In Canada’s Northern Outposts, Rusting Relics Once Guarded Against Nuclear War	Strings of radars stretching across Canada were built to give early warnings of Soviet bombers coming over the Arctic. The region now faces a new era of militarization.	nytimes.com	2025-07-13T09:00:32Z	National	Neutral	
290	‘He’s Nuts, Your Trump.’ Canada Unites Against America.	America’s growing discord with Canada exemplifies the extraordinary damage President Trump is wreaking on the United States’ standing in the world.	nytimes.com	2025-07-13T05:00:05Z	International	Neutral	
291	Good Vibes in Trump Trade Talks Haven’t Shielded Canada From Chaos	The country’s new prime minister,Mark Carney,has been called the “Trump whisperer,” and negotiations have been cordial and professional. But it’s been a wild ride.	nytimes.com	2025-07-11T11:43:52Z	National	Positive	Good Vibes,cordial,professional
292	Canada Thinks Its Trade Talks With Trump Are Unique. Does That Matter?	Tariff negotiations between the two top trading partners are on a different track from those the U.S. is pursuing with other nations. But Canada may not get a better outcome.	nytimes.com	2025-07-09T12:52:56Z	International	Neutral	
293	Looking Beyond the U.S. for Trade, Canada Begins Shipping Natural Gas to Asia	A tanker is headed to South Korea with a first shipment of liquefied natural gas from Canada, which hopes to reduce its export reliance on its neighbor.	nytimes.com	2025-07-07T09:03:13Z	Internaional	Neutral	
294	Carney’s ‘Build, Baby, Build’ Faces Pushback From Indigenous Groups	Prime Minister Mark Carney wants to fast-track nation-building projects to remake Canada’s economy. Indigenous groups want a seat at the table.	nytimes.com	2025-07-05T09:01:09Z	National	Negative	Pushback
295	Canada’s Tax U-turn Highlights Trump Tariff Tactics	After President Trump suspended trade talks with Canada over its controversial digital services tax, Ottawa scrapped it to get back to the negotiating table.	nytimes.com	2025-06-30T22:06:34Z	International	Negative	Scrapped it
296	Can Canada Offset Trump’s Tariff War With More Domestic Trade?	Prime Minister Mark Carney will meet his pledge to eliminate the country’s internal trade barriers by July 1. But economists say it’s not a substitute for lost U.S. trade.	nytimes.com	2025-06-30T09:02:31Z	National	Negative	not a substitute
297	Canada’s Trump-Fueled Brain Gain	The University of Toronto has attracted several U.S. professors amid turmoil between American higher-education institutions and the Trump administration.	nytimes.com	2025-06-28T09:00:44Z	National	Neutral	
298	No-Go Zones for a Sandwich in a Divided Canadian City	A city that straddles two Canadian provinces became a crucible of the barriers that prevent trade across Canada and that Prime Minister Mark Carney wants to dismantle.	nytimes.com	2025-06-26T09:02:04Z	National	Positive	dismantle barriers that prevent trade across Canada
299	Canada and E.U. Pull Together as America Pushes Them Away	The European Union and Canada struck a defense agreement on Monday, a step toward closer military cooperation as relations with the United States have soured.	nytimes.com	2025-06-23T20:01:28Z	International	Positive	struck a defense agreement, a step toward closer military cooperation
300	India and Canada Move to Mend Rift Over Sikh Activist’s Killing	The rapprochement comes months after each country had expelled the other’s senior diplomats.	nytimes.com	2025-06-18T10:32:24Z	International	Positive	Mend rift, rapprochment
301	Flattery or Discipline? The Difficult Task of Managing Trump.	Canada’s prime minister Mark Carney deployed both methods on the first day of the Group of 7 summit in Alberta to keep Mr. Trump focused and avoid drama.	nytimes.com	2025-06-17T00:52:28Z	International	Positive	Employed both strategies
302	After Decades of Atrophy, Canada Vows to Beef Up Its Military. Can It Deliver?	To help shift the country away from its dependence on the United States, Canada’s prime minister plans to spend billions to revitalize its military and meet a NATO spending goal.	nytimes.com	2025-06-15T09:01:14Z	National	Neutral	
303	What to Know About Trump’s Meeting With Global Leaders in Canada	President Trump left the G7 summit early and abruptly to deal with the conflict between Israel and Iran.	nytimes.com	2025-06-15T09:01:08Z	International	Neutral	
304	Group of 7 Mountain Summit Time	Canada is hosting the major global meeting with President Trump and other world leaders. Here’s what to expect.	nytimes.com	2025-06-14T10:00:06Z	International	Neutral	
305	Canada Commits Billions in Military Spending to Meet NATO Target	Prime Minister Mark Carney promised to hit the alliance’s 2 percent spending threshold this year, seven years ahead of a previous schedule.	nytimes.com	2025-06-09T21:40:56Z	International	Positive	Ahead of schedule
306	King Charles Visits Canada in a Subtle Rebuke to Trump	The British monarch, who is Canada’s official head of state, is coming at a moment when President Trump has threatened the country’s sovereignty.	nytimes.com	2025-05-26T09:02:39Z	International	Neutral	
307	Senators Visit Canada, Seeking a Reset Amid Trump’s Provocations	Democrats and one Republican made the trip, seeking to stabilize the U.S.-Canada relationship after President Trump imposed tariffs on Canada and suggested it should become the 51st state.	nytimes.com	2025-05-24T01:17:38Z	International	Neutral	
308	America’s New Ambassador to Canada Tamps Down Annexation Talk	Despite his friendly tone, Pete Hoekstra offered no indication of when, or if, the United States will remove its tariffs against Canada.	nytimes.com	2025-05-17T10:00:06Z	International	Neutral	
309	Tariffs Drive Honda to Move S.U.V. Production From Canada to U.S.	President Trump’s trade war again tests Canada’s new government. Honda is also postponing  a major electric vehicle factory in Canada.	nytimes.com	2025-05-13T14:33:18Z	International	Neutral	
310	Does the United States ‘Need’ Canada?	President Trump seems to think not. The industries he constantly mentions when he pushes his case,including autos,energy and lumber,beg to differ.	nytimes.com	2025-05-12T09:01:37Z	International	Neutral	
311	Trump Surprises Canada With a New Message: We Love You	President Trump played nice when he came face-to-face with the new prime minister of Canada,the country he has spent months belittling.	nytimes.com	2025-05-06T22:23:24Z	International	Neutral	
312	Carney Tells Trump Canada ‘Is Not for Sale’ During White House Visit	The Canadian prime minister met with President Trump days after being elected on an anti-Trump platform as relations between the two allies are at a historic nadir.	nytimes.com	2025-05-06T09:03:27Z	International	Neutral	
313	A New Trend in Global Elections: The Anti-Trump Bump	In voting in Canada and Australia, right-wing parties that borrowed from the MAGA playbook were punished. Elsewhere, President Trump is having a more complex impact.	nytimes.com	2025-05-04T23:34:52Z	Election	Neutral	
314	After Leading a Liberal Comeback,Carney Hits the Ground Running	The prime minister will begin broad economic and security talks with President Trump next week and has set a timetable for his new government.	nytimes.com	2025-05-03T10:00:06Z	International	Positive	comeback,hits the ground running
315	The World Is Watching Canada	Canada’s greatest opportunity lies in its ability to reframe its place in the world beyond America.	nytimes.com	2025-05-02T05:00:05Z	International	Neutral	
316	Mark Carney Swept Canada, but There Will Be No Honeymoon	The Canadian prime minister achieved a stunning political upset, running on an anti-Trump platform and promising to revive the economy. Now, he needs to deliver.	nytimes.com	2025-04-30T00:38:33Z	Election	Negative	Now, he needs to deliver, stunning political upset
317	Canada’s Liberals Narrowly Miss Out on Majority in Parliament	Final results from Monday’s crucial election showed Mark Carney’s party had secured 169 of 343 seats and would need help from other parties to pass laws.	nytimes.com	2025-04-29T21:42:31Z	Election	Negative	Narrowly Miss Out on Majority
318	Canada Rejects Statehood	The anger in Canada is evident in many other ways; Canadians have always felt close to but distinct from Americans. A hostile America was something they never imagined.	nytimes.com	2025-04-29T18:07:52Z	International	Neutral	
319	Mark Carney’s Liberals Win Canada’s Election. Here Are 4 Takeaways.	The former central banker successfully convinced voters that he was the right candidate to confront President Trump’s trade war and threats to annex the country.	nytimes.com	2025-04-29T09:21:05Z	Elections	Positive	Wins
320	Mark Carney Wins New Term as Canada’s Prime Minister on Anti-Trump Platform	The election was dominated by Mr. Trump and his relentless focus on Canada. Pierre Poilievre, the opposition leader, lost the seat he had held for 20 years.	nytimes.com	2025-04-29T02:11:48Z	Election	Positive	Carney Wins New Term
321	How Trump, Trudeau and Tariffs Upended Canada’s Political Landscape	After nearly a decade in power, the Liberal Party seemed destined to be swept out on a wave of anti-incumbency sentiment. Then events took a surprising turn.	nytimes.com	2025-04-28T14:30:07Z	Election	Positive	events took a surprising turn
322	Canada Votes, With an Eye on Trump’s Trade Policies	The two leading candidates, Pierre Poilievre and Mark Carney, both plan to fight the U.S., its largest trading partner, over tariffs. But who would be more successful as relations grow icy?	nytimes.com	2025-04-28T11:53:22Z	Election	Neutral	
323	Canada Votes	We explain what’s at stake in today’s election.	nytimes.com	2025-04-28T10:50:09Z	Election	Neutral	
324	Canada Votes: What’s at Stake?	Many Canadians believe Monday’s election is the most important of their lifetime. It will determine who will take on a stagnant economy and deal with President Trump.	nytimes.com	2025-04-28T09:02:04Z	Election	Neutral	
325	China Experience Was Once a Plus. In Canada’s Election, It’s a Liability.	Mark Carney, who is running to win a full term as prime minister, has years of experience dealing with Chinese businesses and leadership. It’s become fodder for his opponents.	nytimes.com	2025-04-27T09:01:40Z	Election	Negative	It’s a Liability, fodder for his opponents
326	Canada’s Extraordinary Yet Uneventful Election Draws to a Close	President Trump’s tariffs and annexation ambitions continue to loom over all other issues in a race without any moments of campaign drama.	nytimes.com	2025-04-26T09:03:19Z	Election	Neutral	
327	Climate Change, Once a Big Issue, Fades From Canada’s Election	Even though Liberal candidate Mark Carney has a lengthy climate policy résumé, Trump’s threats have nearly drowned the issue out of the campaign.	nytimes.com	2025-04-26T09:03:18Z	Election	Neutral	
328	Polls Tighten in Homestretch of Canada’s Election	Prime Minister Mark Carney’s Liberal Party still appears poised to win, pollsters say, even as its lead over the Conservative Party has shrunk.	nytimes.com	2025-04-26T09:02:11Z	Election	Positive	poised to win
329	Canada’s Anti-Trump Finds His Moment	Mark Carney, the new prime minister seeking a full term in Monday’s election, has built his campaign around President Trump’s threats to the country.	nytimes.com	2025-04-26T09:01:22Z	Election	Neutral	
330	Why Greater Toronto Could Decide Who Wins Canada’s Election	The Conservatives had enjoyed a lead over Liberals in the region largely because of rising housing and food costs. But President Trump’s tariffs have shifted the equation.	nytimes.com	2025-04-24T09:02:00Z	Election	Neutral	
331	Canada’s Million-Dollar Housing Crisis	Soaring housing costs, with many homes nearing $1 million, have sparked an exodus from cities like Vancouver, and Canadians want their next prime minister to do something about it.	nytimes.com	2025-04-23T09:01:42Z	National	Neutral	
332	Despite His Shaky French, Canada’s Prime Minister Is a Hit in Quebec	Voters are overlooking Mark Carney’s linguistic gaffes and lack of knowledge about the French-speaking province, viewing him as the most capable candidate to deal with President Trump.	nytimes.com	2025-04-19T09:01:30Z	Election	Positive	most capable candidate
333	Who Will Be Canada’s Next Prime Minister?	The April 28 election will come down to two candidates with starkly different personalities and experience: Mark Carney and Pierre Poilievre.	nytimes.com	2025-04-19T09:01:26Z	Election	Neutral	
334	5 Takeaways From Canada’s Election Debate	Prime Minister Mark Carney was repeatedly the target of his opponents. President Trump’s threats on Canada loomed over the debate.	nytimes.com	2025-04-18T04:16:34Z	Election	Neutral	
335	Paper Ballots, Hand Counting, No Machines: This Is How Canada’s Election Works	Canada’s federal election is on Monday. Here are the details.	nytimes.com	2025-04-17T16:35:14Z	Election	Neutral	
336	Canada Reschedules Political Debate That Conflicted With a Hockey Game	A big game, but still.	nytimes.com	2025-04-16T09:40:05Z	Election	Neutral	
337	Trump Tariffs Muddle Campaigning for Canada’s Conservatives	Pierre Poilievre’s 25-point lead in the polls evaporated, and he struggled to switch voters’ focus to the economy, crime and other issues.	nytimes.com	2025-04-12T10:00:07Z	Election	Neutral	
338	Outside His Political Base,a Canadian’s Trumpian Pitch Is a Harder Sell	Pierre Poilievre,the Conservative seeking to become prime minister,fires up the faithful in Alberta,including Trump supporters,with his anti-elitist,anti-woke message.	nytimes.com	2025-04-10T09:03:01Z	Election	Neutral	
339	Tariffs May Make It Too Expensive to ‘Drill,Baby,Drill’	President Trump’s tariff polices have sent oil prices falling,which may push energy companies to reconsider their plans to drill.	nytimes.com	2025-04-08T19:27:07Z	International	Neutral	
340	Trump,Tariffs,a New Leader: Canada’s Liberals Enjoy Early Election Lift	The Liberal Party,which not long ago seemed destined to crash in federal elections under Justin Trudeau,is experiencing a reversal of fortune. Here’s what a close review of polls shows.	nytimes.com	2025-04-06T09:01:02Z	Election	Neutral	
341	The Canadian Political Brawler Who Had a 25-Point Lead and a Problem: Trump	Just two months ago, Pierre Poilievre seemed destined to become Canada’s next prime minister. But his double-digit polling lead vanished with President Trump’s threat to annex Canada.	nytimes.com	2025-04-06T09:00:56Z	Election	Neutral	
342	Trump and Tariffs Enter the Scene Only Days Into Canada’s Election Campaign	Without advance notice to Canada,the U.S. president put the auto industry into turmoil with a 25 percent tariff.	nytimes.com	2025-03-29T10:00:08Z	Election	Neutral	
343	Trump Tones Down His Rhetoric About Canada After Call With Its Leader	The president and Canada’s new prime minister,Mark Carney,spoke for the first time on Friday and promised to begin negotiations on trade.	nytimes.com	2025-03-28T20:44:38Z	International	Neutral	
344	Canada’s Leader Calls Snap Federal Elections Amid Trump Threats	Mark Carney, who has only been prime minister for 10 days, has called for a general election to be held on April 28.	nytimes.com	2025-03-23T16:37:39Z	Election	Neutral	
345	Carney to speak with Trump in Washington at FIFA World Cup draw	Prime Minister Mark Carney said he plans to visit Washington next week to attend the FIFA World Cup draw,and expects to speak with U.S. President Donald Trump ...	cbc.ca	2025-11-26T21:56:22.000000Z	International	Neutral	
346	Prime minister says Premier Tony Wakeham has ‘ambitious agenda’ as the two meet in Ottawa	Newfoundland and Labrador Premier Tony Wakeham is in Ottawa for a week, and there is a lot to talk about with Prime Minister Mark Carney, at least according to ...	cbc.ca	2025-11-26T15:24:00.000000Z	National	Neutral	
347	Carney to announce aid measures for aluminum and steel producers	Prime Minister Mark Carney will announce new aid measures Wednesday aimed at helping Canada's aluminum and steel producers.	cbc.ca	2025-11-26T04:00:43.000000Z	National	Positive	Carney will announce new aid measures Wednesday aimed at helping
348	Carney to announce aid measures for steel and lumber sectors	Prime Minister Mark Carney will announce new aid measures Wednesday aimed at helping Canada's steel and lumber sectors.	cbc.ca	2025-11-26T04:00:43.000000Z	National	Positive	Aimed at helping
349	Some B.C. Liberal MPs concerned about prospect of a new oil pipeline: sources	"With Prime Minister Mark Carney poised to sign a ""grand bargain"" with Alberta later this week, some B.C. Liberal MPs are raising concerns about Ottawa possibly ..."	cbc.ca	2025-11-25T22:23:31.000000Z	National	Negative	Raising Concerns
350	Carney says he made a mistake by dismissing Trump questions with 'who cares?'	Prime Minister Mark Carney said Tuesday he should not have been dismissive of reporters' questions about speaking to U.S. President Donald Trump, conceding he u...	cbc.ca	2025-11-25T20:25:59.000000Z	International	Negative	Carney says he made a mistake
351	Migrants' rights groups call on Carney government to withdraw border security bill	The federal government's border security bill is an open door to violate the rights of migrants and should be dropped, advocacy groups said on Monday on Parliam...	cbc.ca	2025-11-24T23:13:27.000000Z	National	Negative	federal government's border security bill is an open door to violate the rights of migrants
352	Ottawa, Alberta agree to broad outlines of energy deal, including support for pipeline	Prime Minister Mark Carney and Alberta Premier Danielle Smith have agreed to the broad outlines of a memorandum of understanding that would give Alberta special...	cbc.ca	2025-11-24T21:59:17.000000Z	National	Positive	agreed on pipeline
353	Carney weighing D.C. trip next week after dismissing questions about speaking to Trump	Prime Minister Mark Carney dodged questions about the last time he spoke to his U.S. counterpart Sunday,saying 'who cares?' when pressed by reporters to say wh...	cbc.ca	2025-11-24T21:26:56.000000Z	International	Negative	dismissing,dodged questions
354	Brookfield executive questioned at ethics committee about Carney’s corporate connections	Brookfield Corporation’s chief operating officer agreed Prime Minister Mark Carney likely wouldn’t have as many conflicts to manage if he had sold off his a...	cbc.ca	2025-11-24T20:51:27.000000Z	Personal	Negative	Questioned about corporate connections
355	Carney, Modi agree to launch negotiations on new Canada-India trade deal: source	Prime Minister Mark Carney and Indian Prime Minister Narendra Modi have agreed to launch negotiations toward a new trade deal called a Comprehensive Economic Pa...	cbc.ca	2025-11-23T16:13:24.000000Z	International	Neutral	
356	Carney signs onto AI and technology partnership with India and Australia	Prime Minister Mark Carney has had Canada launch a partnership with India and Australia on emerging technologies while at the G20 summit in South Africa. The tr...	cbc.ca	2025-11-22T15:34:53.000000Z	International	Positive	signs onto,partnership
357	Carney meets with world leaders as Ukraine faces 'intense' pressure to accept Trump's plan to end war	Prime Minister Mark Carney is sitting down with the leaders of the U.K., Germany and the president of the European Council on the sidelines of the G20 to talk a...	cbc.ca	2025-11-22T13:26:13.000000Z	International	Neutral	
358	Yukon First Nation refutes claim there’s no opposition to grid tie project	Prime Minister Mark Carney recently announced it’s part of his list of “nation-building” projects. The Major Projects Office has only put up $139 million ...	cbc.ca	2025-11-22T12:00:00.000000Z	National	Negative	refutes claim there’s no opposition
359	Carney attends G20 summit with aim to boost trade — and as Canada cuts foreign aid	Prime Minister Mark Carney’s visit to South Africa for the G20, which will include a meeting with the country’s president, comes as Canada prioritizes boost...	cbc.ca	2025-11-22T07:00:00.000000Z	International	Negative	aim to boost trade — and as Canada cuts foreign aid
360	Ottawa, Alberta expected to sign new energy sector deal on Thursday: source	Prime Minister Mark Carney and Alberta Premier Danielle Smith are expected to sign an agreement on the future of Alberta's energy sector on Thursday, according ...	cbc.ca	2025-11-21T23:41:51.000000Z	National	Positive	expected to sign an agreement
361	Carney wraps U.A.E. visit with pledge of $70B to be invested in Canada	Prime Minister Mark Carney says Ottawa is working on a $1-billion project aimed at expanding critical minerals processing capacity in Canada, while securing the...	cbc.ca	2025-11-21T13:51:16.000000Z	International	Positive	pledge of $70B to be invested in Canada
362	Trump's G20 boycott could make room for Canada to advance other trade talks	Prime Minister Mark Carney is headed to the G20 in South Africa where there could be more space to try and advance trade talks with other countries because U.S....	cbc.ca	2025-11-21T09:00:00.000000Z	International	Neutral	
363	Is pharmacare on ice? Health minister says no new deals with provinces in the works	Canada’s public drug insurance program appears to be in limbo, with the Carney government failing to earmark any new money to expand coverage to the rest of t...	cbc.ca	2025-11-21T09:00:00.000000Z	National	Negative	Carney government failing
364	Carney signs U.A.E. investment pact, launches trade talks during Abu Dhabi visit	Prime Minister Mark Carney signed an investment-protection agreement with the United Arab Emirates on Thursday, during a visit to Abu Dhabi that has involved li...	cbc.ca	2025-11-20T15:06:42.000000Z	International	Positive	signs U.A.E. investment pact, launches trade talks
365	Government seeks to retroactively change law, potentially avoiding paying veterans over federal error	The Carney government’s budget legislation contains an amendment that lawyers representing veterans say is a bid to cover up a decades-long error that led to ...	cbc.ca	2025-11-20T09:00:32.000000Z	National	Negative	avoiding paying veterans over federal error, bid to cover up a decades-long error
366	Head of civil service defends Carney’s ethics screen at House committee	Privy Council Clerk Michael Sabia — one of two men tasked with preventing Prime Minister Mark Carney from making decisions in office that would benefit his pe...	cbc.ca	2025-11-20T01:09:32.000000Z	National	Positive	defends Carney
367	Carney, Smith moving closer to a deal that could include B.C. oil pipeline: source	Prime Minister Mark Carney and Alberta Premier Danielle Smith are moving closer to reaching a deal on the future of Alberta's energy sector, according to a seni...	cbc.ca	2025-11-19T20:30:59.000000Z	National	Positive	moving closer to reaching a deal
368	Carney heads to U.A.E. hoping to sign investment pact with gulf nation	Prime Minister Mark Carney is slated to meet with United Arab Emirates President Sheikh Mohamed bin Zayed Al Nahyan in Abu Dhabi with the explicit focus on expa...	cbc.ca	2025-11-19T09:00:00.000000Z	International	Neutral	
369	Ottawa names Yukon grid project in new major projects list. What does that mean?	Prime Minister Mark Carney may have put the Yukon-B.C. grid connection on the latest list of nation-building projects,but Yukoners are no closer to knowing whe...	cbc.ca	2025-11-17T20:13:23.000000Z	National	Negative	yukoners no closer
370	Prime minister says Louis Riel's legacy 'helps to unite' Canada at event marking Métis leader's execution	Prime Minister Mark Carney laid a wreath at the grave of Louis Riel to mark the 140th anniversary of the Red River Métis leader's execution at a ceremony in Wi...	cbc.ca	2025-11-16T20:16:14.000000Z	Public Relations	Neutral	
371	Liberals slammed for 'inaction' by gun control group ahead of Montreal massacre anniversary	A well-known gun control group is telling Prime Minister Mark Carney it would be	cbc.ca	2025-11-15T20:24:16.000000Z	National	Negative	slammed for 'inaction'
372	Carney heads to the UAE amid questions about atrocities in Sudan	Prime Minister Mark Carney will travel to the United Arab Emirates next week,as both that country and Canada face questions over alleged links to actrocities i...	cbc.ca	2025-11-15T09:00:00.000000Z	International	Negative	links to atroities
373	What will the federal government's Major Projects Office do — and will it succeed?	Prime Minister Mark Carney announced this week a second round of projects he's recommending get fast-tracked by his government's Major Projects Office (MPO) as ...	cbc.ca	2025-11-15T00:36:28.000000Z	National	Neutral	
